institution_id	esi	aas_publications	total_aas	tw_publications	total_tw	wp_publications	total_wp	nw_publications	total_nw	po_publications	total_po
99	Microbiology	158	1616	156	2003	3	3	13	45	4	5
136	Global	131	1615	121	1321	9	14	28	95	2	4
35	Computer Science	212	1614	196	1722	7	10	16	62	4	5
11	Biology & Biochemistry	132	1614	126	1948	6	10	12	51	2	4
49	Geosciences	120	1613	115	1533	4	4	9	84	7	11
152	Global	199	1606	195	2146	4	5	21	41	4	6
12	Physics	294	1602	288	1595	6	12	14	58	0	0
25	Economics & Business	206	1595	191	1597	4	10	13	50	12	13
118	Immunology	161	1595	157	2565	3	3	16	25	3	3
20	Molecular Biology & Genetics	72	1592	67	1739	7	9	9	76	0	0
37	Arts & Humanities	133	1590	115	904	16	21	18	115	0	0
25	Pharmacology & Toxicology	205	1587	193	1215	7	10	20	102	2	2
44	Social Sciences, General	174	1587	160	1688	9	15	13	46	7	8
32	Engineering	332	1586	298	1205	6	14	19	75	4	6
3	Materials Science	372	1583	361	1739	3	4	17	62	2	2
60	Environment/Ecology	130	1573	121	1254	4	5	15	89	7	10
103	Psychiatry/Psychology	146	1572	144	1506	4	12	17	190	1	1
38	Pharmacology & Toxicology	187	1570	168	1396	6	16	38	84	5	5
73	Global	150	1569	145	1828	2	5	12	75	2	2
31	Arts & Humanities	45	1562	41	649	10	27	8	140	0	0
3	Physics	311	1558	305	1647	4	10	14	70	2	2
84	Psychiatry/Psychology	102	1558	99	1305	4	7	16	78	1	1
125	Clinical Medicine	137	1557	134	2411	0	0	1	1	1	1
108	Immunology	151	1554	147	1626	4	7	18	85	2	2
5	Space Sciences	29	1554	26	465	6	13	2	168	0	0
50	Biology & Biochemistry	57	1543	56	2388	2	3	10	53	0	0
6	Arts & Humanities	97	1530	87	1118	11	19	10	100	0	0
60	Pharmacology & Toxicology	236	1525	222	1700	4	7	31	55	3	3
108	Biology & Biochemistry	56	1522	54	1808	1	2	15	99	0	0
100	Microbiology	115	1520	111	1889	2	3	13	49	4	4
38	Materials Science	174	1500	158	933	3	6	28	118	0	0
43	Immunology	113	1499	110	1476	3	3	14	106	1	1
13	Agricultural Sciences	122	1495	114	1934	5	6	15	57	0	0
134	Agricultural Sciences	73	1492	72	1563	1	1	9	63	3	3
73	Clinical Medicine	119	1482	115	1685	2	5	11	74	2	2
97	Immunology	80	1477	79	2166	4	4	9	57	3	4
61	Neuroscience & Behavior	45	1477	44	1772	2	4	11	53	0	0
145	Molecular Biology & Genetics	52	1474	50	1058	4	5	13	103	0	0
44	Molecular Biology & Genetics	119	1473	119	1885	4	5	17	45	1	1
118	Neuroscience & Behavior	148	1472	145	1674	0	0	31	66	2	7
59	Arts & Humanities	37	1472	29	727	7	8	9	118	0	0
8	Computer Science	195	1466	183	2008	7	15	15	38	1	1
14	Chemistry	130	1460	126	1642	3	5	14	73	1	1
41	Social Sciences, General	91	1458	84	1837	4	10	9	23	5	7
52	Materials Science	273	1453	261	1752	2	3	17	53	0	0
19	Microbiology	126	1452	123	1493	3	4	14	59	1	2
47	Geosciences	314	1440	304	1761	3	30	10	22	10	11
155	Neuroscience & Behavior	103	1438	100	1175	3	3	31	98	0	0
41	Neuroscience & Behavior	71	1436	71	872	0	0	16	116	3	6
103	Pharmacology & Toxicology	190	1434	187	1507	8	21	24	61	8	9
34	Geosciences	173	1430	165	1254	1	1	22	63	8	8
91	Immunology	133	1427	132	2612	0	0	9	12	2	2
33	Arts & Humanities	23	1427	20	645	5	10	1	133	0	0
27	Materials Science	269	1423	257	1430	3	12	20	54	1	1
4	Microbiology	93	1421	91	1570	2	4	8	65	0	0
49	Agricultural Sciences	216	1420	191	1051	1	1	44	91	4	7
24	Neuroscience & Behavior	118	1419	111	1390	1	1	44	73	1	1
58	Computer Science	99	1418	87	1597	4	12	19	69	2	2
76	Neuroscience & Behavior	114	1417	113	2008	3	4	20	42	2	2
63	Global	144	1415	139	2084	2	3	13	34	2	2
92	Biology & Biochemistry	52	1412	51	1406	2	4	11	85	0	0
42	Pharmacology & Toxicology	168	1411	159	1314	5	9	18	75	2	2
22	Economics & Business	164	1410	151	1611	6	7	12	40	6	7
43	Psychiatry/Psychology	138	1410	134	1739	5	6	15	61	3	3
20	Pharmacology & Toxicology	70	1406	69	1459	1	2	8	64	0	0
50	Materials Science	252	1404	234	899	4	4	13	98	0	0
38	Neuroscience & Behavior	115	1403	111	1509	2	2	29	58	4	5
89	Psychiatry/Psychology	47	1400	46	1102	2	2	9	111	0	0
76	Molecular Biology & Genetics	32	1396	32	1394	1	3	7	74	0	0
27	Space Sciences	114	1393	112	961	7	15	4	88	0	0
65	Immunology	82	1389	81	2232	1	2	9	28	6	10
50	Environment/Ecology	65	1388	63	960	2	2	8	87	5	7
11	Social Sciences, General	169	1385	162	1665	9	17	9	26	5	6
13	Social Sciences, General	91	1384	84	2122	2	2	2	6	3	3
119	Immunology	105	1379	102	1642	1	1	16	60	2	2
138	Biology & Biochemistry	54	1371	52	1439	1	1	9	93	0	0
68	Psychiatry/Psychology	55	1365	55	1859	1	1	5	32	0	0
134	Biology & Biochemistry	67	1363	65	1584	0	0	14	69	0	0
147	Global	88	1362	85	2195	1	2	14	32	0	0
3	Biology & Biochemistry	137	1358	136	1781	8	8	9	34	1	1
16	Plant & Animal Science	222	1354	207	1327	3	3	10	32	6	9
38	Immunology	109	1354	107	1950	2	2	10	32	1	1
32	Pharmacology & Toxicology	131	1348	127	837	3	7	11	125	3	7
12	Chemistry	400	1347	384	1339	2	2	27	39	1	1
30	Physics	142	1345	135	703	4	7	13	102	1	1
65	Molecular Biology & Genetics	77	1343	76	1499	1	1	11	66	0	0
6	Computer Science	189	1342	173	1057	3	4	8	77	2	2
11	Engineering	313	1339	294	1502	3	6	13	22	7	8
25	Mathematics	130	1334	123	1525	2	2	9	59	0	0
4	Mathematics	433	1333	415	1975	8	11	5	13	1	1
99	Pharmacology & Toxicology	104	1332	101	1717	2	3	16	32	3	3
83	Biology & Biochemistry	96	1329	93	1153	2	2	24	89	1	1
36	Psychiatry/Psychology	115	1328	111	1517	0	0	14	38	1	1
31	Microbiology	198	1327	195	1988	2	3	12	26	2	2
138	Molecular Biology & Genetics	69	1327	66	882	2	5	12	129	0	0
22	Computer Science	282	1324	264	1405	5	12	14	45	3	6
23	Neuroscience & Behavior	102	1324	97	1223	1	2	31	78	2	2
43	Plant & Animal Science	74	1324	71	1310	3	17	14	74	2	2
24	Agricultural Sciences	98	1313	93	1212	0	0	25	73	3	3
40	Economics & Business	217	1303	202	1732	6	6	9	23	6	6
19	Space Sciences	83	1296	68	372	3	3	13	104	0	0
30	Neuroscience & Behavior	143	1294	136	1163	3	5	31	72	0	0
16	Materials Science	154	1287	146	810	2	2	3	112	0	0
43	Engineering	322	1283	300	1126	4	7	7	54	2	3
47	Microbiology	166	1283	164	1562	11	33	13	42	1	3
58	Engineering	93	1283	81	659	3	11	28	118	3	4
84	Biology & Biochemistry	79	1281	78	1095	4	6	12	73	0	0
52	Biology & Biochemistry	116	1279	110	1235	5	9	21	64	1	1
3	Agricultural Sciences	126	1276	122	1732	3	4	10	37	2	5
33	Psychiatry/Psychology	178	1273	169	1323	3	5	16	40	2	2
52	Plant & Animal Science	134	1273	129	1675	3	3	10	34	1	1
13	Economics & Business	85	1272	80	1894	2	2	4	8	5	5
43	Microbiology	100	1271	98	1977	3	3	3	39	1	1
14	Physics	89	1269	87	1347	0	0	7	68	0	0
16	Chemistry	355	1258	336	1297	4	11	22	45	1	1
83	Psychiatry/Psychology	93	1254	89	954	3	6	18	80	1	16
16	Biology & Biochemistry	152	1253	145	993	7	16	20	79	0	0
47	Mathematics	386	1248	382	908	2	3	5	68	1	1
28	Engineering	149	1244	138	944	6	15	19	76	2	6
43	Physics	209	1242	197	1098	5	6	12	60	1	1
1	Chemistry	254	1239	235	962	4	4	18	64	0	0
11	Geosciences	118	1238	114	1078	8	24	7	64	5	5
10	Social Sciences, General	98	1238	96	1823	1	1	11	20	2	3
99	Agricultural Sciences	60	1235	57	1594	3	6	8	24	4	6
107	Pharmacology & Toxicology	153	1234	142	1294	2	2	24	53	5	5
1	Biology & Biochemistry	141	1233	132	956	6	11	13	72	3	6
5	Engineering	142	1231	130	818	1	1	13	316	4	10
41	Biology & Biochemistry	104	1223	102	1435	3	7	13	49	2	3
16	Social Sciences, General	144	1222	134	1425	5	12	13	34	0	0
18	Global	133	1221	124	1347	3	3	13	40	0	0
71	Neuroscience & Behavior	107	1211	103	1198	1	1	29	67	0	0
92	Agricultural Sciences	32	1208	31	775	1	3	6	107	0	0
7	Agricultural Sciences	214	1204	193	1047	10	13	22	52	4	4
33	Social Sciences, General	220	1194	209	1572	11	13	7	12	4	4
53	Geosciences	92	1189	85	1085	9	14	18	58	0	0
86	Agricultural Sciences	89	1189	88	1380	0	0	11	46	2	2
34	Neuroscience & Behavior	78	1187	76	1275	1	1	16	52	0	0
58	Agricultural Sciences	30	1184	30	789	1	1	11	105	2	2
3	Microbiology	86	1182	84	1830	7	10	9	17	0	0
11	Chemistry	285	1178	275	1672	3	6	7	7	0	0
5	Arts & Humanities	95	1178	88	1185	7	7	7	44	0	0
100	Pharmacology & Toxicology	149	1171	141	1455	2	2	20	49	4	6
10	Computer Science	118	1167	113	1391	1	1	9	51	0	0
4	Neuroscience & Behavior	92	1158	91	1034	0	0	23	71	0	0
123	Pharmacology & Toxicology	110	1144	106	1470	2	2	17	28	5	7
79	Microbiology	65	1144	65	1473	1	1	11	52	2	2
42	Plant & Animal Science	153	1143	145	1484	2	4	8	30	0	0
20	Microbiology	94	1143	94	1379	2	4	9	39	0	0
153	Immunology	46	1143	46	1144	1	1	9	148	1	1
23	Biology & Biochemistry	120	1141	115	1018	1	2	20	64	1	1
78	Pharmacology & Toxicology	158	1139	153	1452	3	5	16	34	6	9
15	Physics	207	1137	200	1417	2	2	19	38	0	0
51	Immunology	62	1137	60	1662	0	0	9	36	2	2
26	Chemistry	270	1136	252	1147	4	5	17	46	0	0
19	Physics	105	1136	94	1125	2	2	13	51	0	0
7	Engineering	288	1135	261	1275	5	5	13	28	6	6
114	Immunology	158	1133	155	1662	2	2	16	29	2	2
152	Clinical Medicine	141	1131	137	1628	3	4	12	26	3	3
86	Microbiology	99	1131	94	1080	1	1	21	72	5	8
83	Molecular Biology & Genetics	80	1125	79	1176	2	4	21	58	0	0
31	Physics	209	1122	204	1198	1	5	9	49	1	1
25	Computer Science	195	1122	178	1051	6	10	10	55	3	3
45	Microbiology	64	1121	63	1459	1	1	4	23	0	0
161	Global	166	1120	161	1111	3	5	17	37	3	3
51	Biology & Biochemistry	62	1120	60	970	3	3	12	67	0	0
60	Engineering	161	1117	148	816	2	2	8	97	6	7
10	Engineering	260	1115	240	1076	4	9	17	36	1	1
160	Immunology	99	1115	98	1633	3	3	12	28	4	4
40	Immunology	129	1113	125	1136	2	4	17	57	2	2
160	Environment/Ecology	5	1113	5	171	0	0	3	128	0	0
23	Molecular Biology & Genetics	74	1108	73	1284	1	1	14	54	0	0
111	Molecular Biology & Genetics	74	1104	73	1067	0	0	21	65	0	0
71	Molecular Biology & Genetics	55	1102	53	611	1	1	5	96	0	0
33	Economics & Business	138	1100	127	1170	2	2	15	25	5	6
45	Immunology	51	1096	50	1425	1	1	6	29	3	4
76	Biology & Biochemistry	37	1094	37	1233	1	3	5	50	0	0
36	Economics & Business	69	1092	63	1054	2	3	10	35	10	15
33	Molecular Biology & Genetics	78	1082	74	1476	1	26	12	37	1	2
143	Immunology	97	1077	97	1653	1	1	7	39	0	0
43	Pharmacology & Toxicology	92	1075	89	800	2	3	11	95	1	1
114	Psychiatry/Psychology	63	1074	58	488	2	18	17	80	3	4
24	Chemistry	106	1070	104	882	3	3	7	302	0	0
47	Economics & Business	143	1069	136	1460	2	2	5	9	11	16
117	Biology & Biochemistry	5	1066	5	630	1	1	2	76	0	0
63	Clinical Medicine	98	1063	94	1526	1	1	12	32	2	2
128	Neuroscience & Behavior	112	1059	109	1037	0	0	20	50	5	8
24	Immunology	62	1058	61	1556	0	0	11	38	0	0
138	Pharmacology & Toxicology	105	1055	102	1481	4	5	13	20	5	6
95	Psychiatry/Psychology	100	1053	96	1147	2	3	11	35	3	3
23	Geosciences	90	1053	85	791	1	1	14	62	1	2
5	Biology & Biochemistry	38	1052	37	815	10	19	6	68	0	0
10	Plant & Animal Science	161	1051	157	1214	6	13	8	23	0	0
44	Pharmacology & Toxicology	155	1047	150	1245	2	2	16	45	2	2
160	Plant & Animal Science	6	1043	6	209	1	1	2	116	0	0
72	Immunology	91	1037	90	1592	1	1	10	18	4	4
2	Space Sciences	25	1032	23	92	5	15	5	119	0	0
65	Neuroscience & Behavior	130	1030	127	1170	0	0	18	42	2	2
15	Chemistry	244	1028	224	1067	2	2	26	44	1	1
1	Neuroscience & Behavior	96	1025	90	1194	2	5	25	34	0	0
95	Clinical Medicine	91	1024	83	742	2	2	11	68	6	7
72	Neuroscience & Behavior	75	1024	72	835	1	1	15	60	3	5
120	Immunology	62	1024	58	696	2	3	9	90	2	2
13	Environment/Ecology	101	1023	92	929	2	8	11	48	4	4
28	Chemistry	110	1022	106	998	1	2	9	54	0	0
24	Biology & Biochemistry	119	1019	116	1096	2	4	11	48	0	0
4	Plant & Animal Science	103	1019	102	1071	5	5	10	43	3	3
1	Agricultural Sciences	101	1018	95	521	1	17	12	85	2	2
3	Molecular Biology & Genetics	28	1014	28	576	1	1	5	87	0	0
55	Social Sciences, General	55	1011	54	1135	2	4	9	24	1	1
62	Biology & Biochemistry	61	1009	61	1244	2	2	12	39	0	0
50	Molecular Biology & Genetics	26	1007	26	1710	2	5	6	16	0	0
69	Immunology	174	1006	174	1597	2	2	10	14	4	7
61	Clinical Medicine	91	1003	87	1424	1	1	9	14	5	10
34	Arts & Humanities	52	1002	46	675	4	5	11	57	0	0
7	Chemistry	211	996	194	1191	6	6	14	24	1	1
91	Agricultural Sciences	51	994	48	1200	0	0	6	34	0	0
56	Microbiology	71	992	68	1039	5	6	6	46	1	1
49	Plant & Animal Science	193	991	174	915	3	4	31	45	3	5
46	Microbiology	37	990	36	1590	4	6	7	18	2	2
92	Environment/Ecology	29	989	29	348	0	0	13	118	1	1
47	Neuroscience & Behavior	77	982	75	695	3	13	23	65	1	1
79	Biology & Biochemistry	63	978	59	797	1	3	15	66	0	0
108	Agricultural Sciences	50	975	48	813	0	0	11	62	0	0
118	Microbiology	85	970	84	1534	2	2	6	10	1	1
145	Biology & Biochemistry	42	970	42	1347	0	0	5	31	0	0
77	Neuroscience & Behavior	113	969	109	1094	1	1	36	39	0	0
23	Microbiology	80	969	75	981	1	1	15	33	2	2
108	Neuroscience & Behavior	105	962	97	999	3	3	23	41	1	2
56	Psychiatry/Psychology	71	960	69	1395	2	2	8	26	1	1
13	Physics	97	959	88	683	10	14	9	43	0	0
19	Pharmacology & Toxicology	157	958	145	892	4	4	19	49	3	5
25	Arts & Humanities	83	958	77	967	12	22	9	31	0	0
30	Engineering	129	957	121	646	3	11	7	61	2	2
83	Microbiology	94	957	93	1515	1	3	7	8	2	2
107	Psychiatry/Psychology	80	957	78	946	1	2	11	43	1	1
29	Computer Science	227	956	206	1008	4	6	14	29	1	1
56	Social Sciences, General	116	956	107	1227	3	3	8	13	1	4
160	Molecular Biology & Genetics	71	956	68	844	2	2	8	64	0	0
79	Neuroscience & Behavior	67	953	65	1054	0	0	18	50	1	1
3	Computer Science	211	945	205	1392	6	7	5	23	1	1
56	Geosciences	61	943	59	1051	2	3	7	30	1	1
30	Chemistry	277	940	266	1092	3	6	7	11	1	1
30	Molecular Biology & Genetics	66	939	61	1290	6	38	9	27	0	0
26	Engineering	275	931	259	1014	4	5	13	29	3	3
30	Psychiatry/Psychology	159	931	150	812	4	6	16	41	2	2
143	Microbiology	72	929	71	1285	0	0	7	42	0	0
50	Chemistry	209	928	193	689	3	3	14	58	0	0
31	Pharmacology & Toxicology	181	924	175	1146	3	8	17	30	3	3
32	Materials Science	163	919	151	653	1	7	15	59	1	1
26	Pharmacology & Toxicology	131	919	127	856	2	2	14	46	1	1
42	Social Sciences, General	84	919	78	1229	4	6	5	20	3	4
123	Neuroscience & Behavior	77	917	76	1148	2	2	14	23	3	3
107	Agricultural Sciences	59	916	58	1281	0	0	7	16	1	1
117	Plant & Animal Science	2	916	2	436	1	1	1	72	0	0
52	Physics	197	915	190	902	1	2	10	40	0	0
34	Materials Science	144	915	125	458	4	5	26	64	1	1
10	Chemistry	181	914	167	565	5	11	18	70	0	0
50	Mathematics	118	914	107	1030	2	3	8	36	6	9
104	Biology & Biochemistry	66	909	66	1026	1	1	16	44	0	0
14	Mathematics	120	904	115	1415	5	9	6	14	3	5
29	Pharmacology & Toxicology	134	903	122	771	2	4	19	48	4	4
110	Agricultural Sciences	29	903	28	809	1	2	11	55	0	0
7	Geosciences	148	902	137	709	9	12	9	29	9	11
32	Immunology	95	902	93	630	3	12	9	66	1	1
3	Economics & Business	132	899	129	670	2	2	7	45	3	3
12	Space Sciences	104	898	95	343	1	1	6	44	0	0
83	Pharmacology & Toxicology	117	895	111	1049	2	2	18	36	1	1
51	Microbiology	50	895	48	1489	1	1	7	11	1	1
77	Psychiatry/Psychology	21	895	21	317	0	0	8	90	0	0
7	Social Sciences, General	137	893	130	1375	1	1	8	8	2	2
12	Engineering	158	892	148	895	1	3	10	42	2	2
3	Psychiatry/Psychology	155	892	152	996	3	3	13	23	0	0
57	Psychiatry/Psychology	45	890	41	633	2	3	5	59	0	0
49	Social Sciences, General	109	889	102	1043	9	15	4	27	2	2
20	Neuroscience & Behavior	88	888	85	851	0	0	20	55	0	0
26	Agricultural Sciences	160	886	146	1086	2	2	14	24	3	3
45	Agricultural Sciences	67	885	66	1289	1	1	7	16	0	0
57	Clinical Medicine	85	881	79	1268	0	0	7	12	4	4
54	Agricultural Sciences	19	881	19	664	0	0	8	73	2	2
31	Engineering	231	880	216	1074	8	22	5	12	4	5
49	Engineering	184	880	165	790	4	5	13	39	3	4
33	Immunology	130	880	129	1156	0	0	14	21	4	4
111	Pharmacology & Toxicology	95	879	92	1029	1	1	14	35	5	8
28	Molecular Biology & Genetics	19	879	19	503	0	0	4	93	0	0
56	Economics & Business	120	877	108	876	1	1	9	11	5	5
1	Social Sciences, General	99	874	97	1275	3	4	4	11	4	4
47	Psychiatry/Psychology	71	874	65	510	2	2	8	70	1	1
41	Geosciences	101	872	90	951	3	3	10	23	0	0
44	Microbiology	136	870	126	1263	3	4	7	20	2	2
45	Pharmacology & Toxicology	44	865	43	626	1	5	5	60	0	0
86	Pharmacology & Toxicology	101	862	98	980	1	1	11	24	8	12
91	Neuroscience & Behavior	80	862	77	1078	0	0	13	26	1	1
36	Molecular Biology & Genetics	64	861	64	1156	0	0	6	29	0	0
13	Arts & Humanities	9	860	9	1368	1	1	2	6	1	1
88	Immunology	119	858	118	1227	4	6	6	20	3	3
15	Immunology	75	856	72	733	0	0	10	50	3	5
89	Neuroscience & Behavior	86	854	82	882	2	2	16	43	0	0
23	Social Sciences, General	137	852	130	1214	2	2	3	7	6	8
19	Social Sciences, General	120	852	111	1004	3	3	5	7	2	2
1	Microbiology	68	852	64	955	2	2	8	31	0	0
21	Chemistry	164	850	155	1038	5	9	13	28	0	0
20	Psychiatry/Psychology	94	850	93	925	1	10	9	35	1	1
16	Molecular Biology & Genetics	71	850	67	775	1	5	12	59	0	0
1	Physics	125	841	110	473	4	6	8	62	0	0
32	Microbiology	142	840	139	959	6	9	10	21	1	1
41	Microbiology	157	839	148	974	7	12	9	20	2	2
79	Pharmacology & Toxicology	86	836	85	934	1	1	18	26	1	1
104	Molecular Biology & Genetics	62	836	60	1063	0	0	10	33	0	0
44	Physics	184	824	170	669	5	15	12	42	0	0
5	Plant & Animal Science	27	820	25	1105	7	26	6	21	2	2
114	Pharmacology & Toxicology	111	817	102	942	2	3	18	25	1	1
56	Engineering	131	816	126	967	1	1	10	21	2	2
158	Global	55	813	53	1144	0	0	8	19	0	0
24	Molecular Biology & Genetics	39	813	37	1156	0	0	5	19	0	0
21	Psychiatry/Psychology	100	811	95	902	1	1	15	30	0	0
23	Psychiatry/Psychology	107	808	99	776	2	2	6	34	1	1
134	Psychiatry/Psychology	40	808	38	500	3	8	8	80	3	6
70	Immunology	95	807	92	1194	2	3	9	12	1	1
136	Clinical Medicine	50	807	46	774	3	3	16	46	1	1
78	Agricultural Sciences	71	806	71	984	4	9	8	28	3	5
55	Psychiatry/Psychology	21	805	20	380	0	0	3	67	0	0
38	Computer Science	100	804	90	1023	2	3	8	27	2	2
11	Molecular Biology & Genetics	62	803	62	880	2	3	7	34	1	1
35	Mathematics	150	798	144	986	4	7	7	24	0	0
61	Social Sciences, General	96	796	94	950	3	5	7	17	1	1
92	Pharmacology & Toxicology	22	794	22	590	0	0	1	80	1	1
20	Agricultural Sciences	101	793	96	844	4	6	6	30	2	2
33	Microbiology	148	791	144	1093	5	5	7	17	1	1
104	Pharmacology & Toxicology	100	787	100	1015	6	11	11	18	2	3
11	Computer Science	181	785	172	1040	0	0	4	7	1	1
44	Computer Science	148	784	139	836	2	4	5	30	2	2
12	Molecular Biology & Genetics	64	782	61	993	5	14	9	27	0	0
53	Chemistry	227	781	219	907	6	15	11	17	0	0
60	Physics	93	778	90	819	0	0	4	16	1	1
41	Pharmacology & Toxicology	63	772	57	431	2	6	5	84	1	1
37	Economics & Business	167	767	154	874	2	2	9	15	6	7
118	Psychiatry/Psychology	79	767	77	1178	1	1	7	16	1	1
75	Microbiology	79	764	75	933	3	8	10	24	1	1
72	Psychiatry/Psychology	64	759	58	530	0	0	12	45	1	1
7	Physics	174	756	167	620	4	6	7	46	0	0
30	Social Sciences, General	123	756	110	737	5	6	10	20	5	6
33	Physics	185	748	177	882	3	3	5	10	0	0
153	Biology & Biochemistry	33	743	33	1066	0	0	5	16	0	0
28	Agricultural Sciences	50	740	49	988	1	2	10	25	1	1
39	Global	125	739	116	764	2	4	11	28	1	2
61	Biology & Biochemistry	14	739	13	743	0	0	4	33	1	1
75	Neuroscience & Behavior	76	738	72	794	3	3	19	25	2	2
103	Agricultural Sciences	52	738	52	543	1	9	7	55	0	0
117	Neuroscience & Behavior	52	738	51	872	2	2	10	21	1	1
83	Agricultural Sciences	51	738	49	559	2	3	13	55	0	0
111	Biology & Biochemistry	63	734	56	686	1	1	23	40	0	0
100	Agricultural Sciences	73	732	69	879	1	1	14	14	3	4
14	Geosciences	55	732	52	826	7	12	7	24	2	3
49	Neuroscience & Behavior	78	728	74	715	3	7	7	37	2	2
7	Space Sciences	38	728	38	571	4	8	5	33	0	0
43	Chemistry	210	726	196	818	2	2	8	18	0	0
108	Psychiatry/Psychology	76	726	73	717	0	0	12	30	1	3
38	Economics & Business	92	723	86	652	1	2	8	31	3	4
18	Clinical Medicine	69	723	66	829	1	1	6	28	0	0
10	Biology & Biochemistry	105	722	103	892	6	14	8	20	1	1
112	Biology & Biochemistry	47	719	46	674	1	1	10	47	0	0
105	Molecular Biology & Genetics	4	719	4	28	0	0	1	90	0	0
71	Immunology	117	717	115	1004	2	2	7	24	1	1
160	Microbiology	59	716	59	1123	2	2	8	13	1	1
160	Pharmacology & Toxicology	59	716	57	900	1	4	10	20	2	3
26	Computer Science	103	715	99	1071	2	2	9	9	1	1
59	Microbiology	80	715	77	775	4	8	5	24	2	2
95	Environment/Ecology	66	715	58	369	2	2	5	50	6	11
59	Immunology	60	714	56	693	2	2	6	37	1	1
57	Biology & Biochemistry	62	713	61	785	3	4	5	37	0	0
17	Clinical Medicine	79	712	74	871	0	0	9	27	1	2
108	Pharmacology & Toxicology	51	712	49	662	2	2	5	33	0	0
24	Engineering	51	711	49	783	0	0	6	295	0	0
118	Molecular Biology & Genetics	49	711	48	783	3	3	9	30	0	0
32	Computer Science	117	710	106	788	4	6	7	28	0	0
95	Social Sciences, General	77	709	72	894	2	3	7	18	3	6
62	Social Sciences, General	67	709	65	825	2	3	3	9	0	0
50	Arts & Humanities	53	709	51	800	7	13	5	17	2	2
85	Global	68	705	66	855	1	1	6	18	1	1
118	Biology & Biochemistry	62	704	60	1015	2	3	10	21	0	0
13	Engineering	157	700	134	721	3	4	10	19	1	1
29	Materials Science	156	699	141	564	5	9	12	26	1	1
150	Immunology	39	699	39	474	0	0	6	55	1	1
36	Immunology	42	697	42	474	4	6	8	61	0	0
97	Neuroscience & Behavior	55	696	54	868	1	1	8	25	1	1
148	Environment/Ecology	20	696	18	413	0	0	6	57	4	7
138	Psychiatry/Psychology	65	695	64	649	1	2	10	39	0	0
3	Arts & Humanities	97	687	94	430	6	11	6	40	0	0
135	Global	88	686	83	696	2	2	17	32	3	4
82	Neuroscience & Behavior	77	686	75	901	1	1	14	17	1	1
113	Neuroscience & Behavior	59	686	55	713	1	1	13	30	3	6
52	Agricultural Sciences	75	684	69	536	1	1	8	48	1	1
11	Neuroscience & Behavior	76	683	74	1227	1	1	7	14	0	0
89	Pharmacology & Toxicology	68	683	66	963	2	2	6	10	4	5
46	Plant & Animal Science	107	681	102	511	1	2	11	35	2	3
32	Space Sciences	53	679	49	311	7	27	5	37	0	0
118	Pharmacology & Toxicology	86	677	84	948	2	2	11	13	2	2
96	Neuroscience & Behavior	74	669	72	702	3	3	14	26	2	5
96	Microbiology	66	665	65	751	0	0	10	24	2	2
60	Plant & Animal Science	111	662	107	804	6	12	11	16	0	0
27	Arts & Humanities	68	662	61	474	5	14	8	32	0	0
66	Immunology	29	661	29	492	1	1	2	51	2	4
65	Microbiology	33	659	31	1192	0	0	2	4	1	1
43	Social Sciences, General	116	656	111	863	5	7	5	6	6	6
121	Microbiology	58	656	58	820	0	0	8	22	2	3
160	Psychiatry/Psychology	43	656	40	660	1	4	5	31	1	1
27	Computer Science	125	654	120	745	0	0	8	19	1	1
13	Plant & Animal Science	89	654	84	624	3	19	12	33	1	1
15	Materials Science	141	651	128	586	1	1	17	33	0	0
60	Chemistry	119	648	113	579	1	2	11	37	1	1
134	Pharmacology & Toxicology	76	648	74	914	2	5	8	9	1	1
129	Immunology	84	646	80	999	1	2	6	14	1	1
69	Molecular Biology & Genetics	72	645	71	782	0	0	5	30	0	0
20	Physics	112	644	108	792	2	4	5	19	0	0
21	Agricultural Sciences	86	644	81	398	1	1	16	48	0	0
53	Clinical Medicine	82	643	76	689	1	1	7	22	1	1
10	Geosciences	111	642	101	518	7	8	6	29	1	1
16	Psychiatry/Psychology	85	642	82	528	0	0	17	31	2	2
21	Social Sciences, General	104	640	97	873	3	3	3	3	3	3
16	Immunology	50	640	48	332	2	4	11	61	1	2
51	Psychiatry/Psychology	48	640	46	540	1	2	10	38	2	2
12	Economics & Business	66	638	54	553	0	0	4	29	4	4
28	Biology & Biochemistry	60	638	60	638	1	1	4	34	0	0
52	Molecular Biology & Genetics	30	638	30	583	3	7	11	38	0	0
147	Biology & Biochemistry	12	638	12	1193	1	2	3	6	0	0
89	Molecular Biology & Genetics	68	637	66	778	2	7	9	19	0	0
12	Pharmacology & Toxicology	96	636	90	723	5	9	14	20	0	0
134	Microbiology	59	636	58	816	2	2	9	23	1	1
5	Chemistry	116	635	110	274	1	1	5	289	0	0
105	Immunology	62	635	61	933	1	2	4	7	0	0
130	Environment/Ecology	21	634	19	916	0	0	3	21	2	3
41	Engineering	137	633	120	651	2	5	12	23	5	5
21	Plant & Animal Science	103	633	99	687	4	6	11	18	1	1
4	Social Sciences, General	96	632	93	856	1	1	6	12	3	3
56	Chemistry	142	630	137	711	1	1	8	16	0	0
49	Chemistry	207	629	198	664	3	4	17	23	3	3
139	Immunology	41	629	40	446	2	2	4	55	2	4
30	Microbiology	122	628	120	854	1	1	7	15	1	1
52	Economics & Business	125	627	106	644	1	5	6	13	10	14
