ods	id	title	year	type	journal	esi	influscore	news	policy	twitter	wikipedia	authors
13	70475	Rare Earths and the Balance Problem: How to Deal with Changing Markets?	2018	Review	JOURNAL OF SUSTAINABLE METALLURGY	Materials Science	13	0	1	14	0	4
13	70564	Better seasonal forecasts for the renewable energy industry	2020	Editorial Material	NATURE ENERGY	Materials Science	12	1	0	8	0	3
13	70565	Environmental Changes and Cultural Transitions in SW Iberia during the Early-Mid Holocene	2021	Article	APPLIED SCIENCES-BASEL	Materials Science	10	0	0	16	0	5
13	4571	Taxing interacting externalities of ocean acidification, global warming, and eutrophication	2021	Article	NATURAL RESOURCE MODELING	Mathematics	13	0	0	11	0	2
13	4581	Geospatial Modeling of Containment Probability for Escaped Wildfires in a Mediterranean Region	2020	Article	RISK ANALYSIS	Mathematics	12	0	0	16	0	4
13	4608	Critical slowing down close to a global bifurcation of a curve of quasi-neutral equilibria	2021	Article	COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION	Mathematics	11	0	0	29	0	6
13	65005	Percolation-intercropping strategies to prevent dissemination of phytopathogens on plantations	2021	Article	CHAOS	Mathematics	9	0	0	12	0	7
13	70566	Projected wave climate temporal variability due to climate change	2021	Article	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	Mathematics	6	0	0	7	0	4
13	70567	Long-term spatial modelling for characteristics of extreme heat events	2021	Article	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY	Mathematics	6	0	0	14	0	6
13	63663	Prioritization of Resilience Initiatives for Climate-Related Disasters in the Metropolitan City of Venice	2021	Article	RISK ANALYSIS	Mathematics	4	0	0	6	0	8
13	63847	Assessing Climate Change Impacts on Wildfire Exposure in Mediterranean Areas	2017	Article	RISK ANALYSIS	Mathematics	3	0	2	0	0	10
13	62948	Multifractal analysis of diurnal temperature range over Southern Spain using validated datasets	2019	Article	CHAOS	Mathematics	3	0	0	3	0	3
13	62313	Dehesa environment mapping with transference of a Random Forest classifier to neighboring ultra-high spatial resolution imagery at class and macro-class land cover levels	2020	Article	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	Mathematics	3	0	0	7	0	3
13	1023	Serious mismatches continue between science and policy in forest bioenergy	2019	Article	GLOBAL CHANGE BIOLOGY BIOENERGY	Microbiology	344	17	9	309	1	16
13	1159	Aquatic and terrestrial cyanobacteria produce methane	2020	Article	SCIENCE ADVANCES	Microbiology	305	16	0	320	1	10
13	1323	How biochar works, and when it doesn't: A review of mechanisms controlling soil and plant responses to biochar	2021	Review	GLOBAL CHANGE BIOLOGY BIOENERGY	Microbiology	269	24	0	135	4	17
13	2491	Detecting macroecological patterns in bacterial communities across independent studies of global soils	2018	Article	NATURE MICROBIOLOGY	Microbiology	145	4	0	214	0	36
13	2678	Genomic analyses provide insights into peach local adaptation and responses to climate change	2021	Article	GENOME RESEARCH	Microbiology	132	16	0	16	0	19
13	70568	Climate mediates continental scale patterns of stream microbial functional diversity	2020	Article	MICROBIOME	Microbiology	84	6	0	89	0	11
13	3691	Understanding the timing and variation of greenhouse gas emissions of forest bioenergy systems	2019	Article	BIOMASS & BIOENERGY	Microbiology	72	7	1	18	0	6
13	66086	Biodiversity of key-stone phylotypes determines crop production in a 4-decade fertilization experiment	2020	Article	ISME JOURNAL	Microbiology	52	3	0	43	0	6
13	70215	Suppressed N fixation and diazotrophs after four decades of fertilization	2019	Article	MICROBIOME	Microbiology	42	0	0	67	0	10
13	66087	Soil Microbial Biogeography in a Changing World: Recent Advances and Future Perspectives	2020	Review	MSYSTEMS	Microbiology	37	0	0	67	0	5
13	1649	A stony coral cell atlas illuminates the molecular and cellular basis of coral symbiosis, calcification, and immunity	2021	Article	CELL	Molecular Biology & Genetics	223	10	0	289	0	8
13	1736	Recent Anthropogenic Plant Extinctions Differ in Biodiversity Hotspots and Coldspots	2019	Article	CURRENT BIOLOGY	Molecular Biology & Genetics	212	25	0	92	0	11
13	2144	Cracking the Code of Biodiversity Responses to Past Climate Change	2018	Review	TRENDS IN ECOLOGY & EVOLUTION	Molecular Biology & Genetics	174	16	0	102	0	8
13	2678	Genomic analyses provide insights into peach local adaptation and responses to climate change	2021	Article	GENOME RESEARCH	Molecular Biology & Genetics	132	16	0	16	0	19
13	45100	Towards an understanding of the evolutionary role of fire in animals	2018	Article	EVOLUTIONARY ECOLOGY	Molecular Biology & Genetics	110	7	0	95	0	2
13	59729	New law puts Bolivian biodiversity hotspot on road to deforestation	2018	Letter	CURRENT BIOLOGY	Molecular Biology & Genetics	78	5	0	105	0	7
13	70361	Organic Matter Degradation across Ecosystem Boundaries: The Need for a Unified Conceptualization	2021	Review	TRENDS IN ECOLOGY & EVOLUTION	Molecular Biology & Genetics	32	0	0	63	0	4
13	70569	Long-term cloud forest response to climate warming revealed by insect speciation history	2020	Article	EVOLUTION	Molecular Biology & Genetics	15	0	0	25	0	7
13	70570	Towards a New Generation of Trait-Flexible Vegetation Models	2020	Review	TRENDS IN ECOLOGY & EVOLUTION	Molecular Biology & Genetics	13	0	0	23	0	9
13	62204	The puzzling mitochondrial phylogeography of the black soldier fly (Hermetia illucens), the commercially most important insect protein species	2020	Article	BMC EVOLUTIONARY BIOLOGY	Molecular Biology & Genetics	12	0	0	17	0	17
13	20176	Coping with catastrophe: foraging plasticity enables a benthic predator to survive in rapidly degrading coral reefs	2017	Article	ANIMAL BEHAVIOUR	Neuroscience & Behavior	11	0	0	18	0	4
13	66388	Trust and distrust in relation to food risks in Spain: An approach to the socio-cultural representations of pregnant and breastfeeding women through the technique of free listing	2019	Article	APPETITE	Neuroscience & Behavior	11	0	0	23	0	4
13	70220	Relationship in dietary habits variations during COVID-19 lockdown in Kosovo: The COVIDiet study	2021	Article	APPETITE	Neuroscience & Behavior	7	0	0	6	1	4
13	70397	Feature Selection and Evolutionary Rule Learning for Big Data in Smart Building Energy Management	2019	Article	COGNITIVE COMPUTATION	Neuroscience & Behavior	6	0	0	10	0	3
13	70414	Towards more sustainable food systems. Addressing food waste at school canteens	2018	Article	APPETITE	Neuroscience & Behavior	1	0	0	2	0	3
13	3132	Evaluation of the Impact of Ambient Temperatures on Occupational Injuries in Spain	2018	Article	ENVIRONMENTAL HEALTH PERSPECTIVES	Pharmacology & Toxicology	101	12	0	4	0	7
13	70571	Short-term effects of heat and cold on respiratory drug use. A time-series epidemiological study in A Coruna, Spain	2018	Article	PHARMACOEPIDEMIOLOGY AND DRUG SAFETY	Pharmacology & Toxicology	28	3	0	11	0	3
13	70572	Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps	2017	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	19	0	0	4	0	8
13	70573	Epiphytes provide micro-scale refuge from ocean acidification	2020	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	18	0	0	2	0	6
13	63566	Effects of long-term exposure to reduced pH conditions on the shell and survival of an intertidal gastropod	2019	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	17	0	0	1	0	4
13	63568	Effects of ocean acidification on algae growth and feeding rates of juvenile sea urchins	2018	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	15	0	0	0	0	4
13	70574	Molecular mechanisms underlying responses of the Antarctic coral Malacobelemnon daytoni to ocean acidification	2021	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	13	0	0	3	0	9
13	22929	Interactive effects of global warming and eutrophication on a fast-growing Mediterranean seagrass	2019	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	12	0	0	3	0	7
13	22864	Seagrass-bivalve facilitative interactions: Trait-mediated effects along an environmental gradient	2018	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	12	0	0	23	0	4
13	70575	Behavioural responses to predators in Mediterranean mussels (Mytilus galloprovincialis) are unaffected by elevated pCO(2)	2020	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	11	0	0	8	0	5
13	63141	Optimizing Lighting of Rural Roads and Protected Areas with White Light: A Compromise among Light Pollution, Energy Savings, and Visibility	2020	Article	LEUKOS	Physics	55	7	0	2	0	2
13	29512	Origin of the Selective Electroreduction of Carbon Dioxide to Formate by Chalcogen Modified Copper	2018	Article	JOURNAL OF PHYSICAL CHEMISTRY LETTERS	Physics	15	0	0	39	0	6
13	70524	Light pollution offshore: Zenithal sky glow measurements in the mediterranean coastal waters	2018	Article	JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER	Physics	15	0	1	26	0	6
13	4608	Critical slowing down close to a global bifurcation of a curve of quasi-neutral equilibria	2021	Article	COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION	Physics	11	0	0	29	0	6
13	70565	Environmental Changes and Cultural Transitions in SW Iberia during the Early-Mid Holocene	2021	Article	APPLIED SCIENCES-BASEL	Physics	10	0	0	16	0	5
13	65005	Percolation-intercropping strategies to prevent dissemination of phytopathogens on plantations	2021	Article	CHAOS	Physics	9	0	0	12	0	7
13	70576	Air flow quality analysis of an open-circuit boundary layer wind tunnel and comparison with a closed-circuit wind tunnel	2020	Article	PHYSICS OF FLUIDS	Physics	7	0	0	9	0	4
13	70577	Optimal Renovation Strategies through Life-Cycle Analysis in a Pilot Building Located in a Mild Mediterranean Climate	2021	Article	APPLIED SCIENCES-BASEL	Physics	6	0	0	6	0	6
13	70578	Rising Temperature Is a More Important Driver Than Increasing Carbon Dioxide Concentrations in the Trait Responses of Enhalus acoroides Seedlings	2021	Article	APPLIED SCIENCES-BASEL	Physics	6	0	0	0	0	6
13	70579	Integrative Assessment of Sediments Affected by CO2 Enrichment: A Case Study in the Bay of Santos-SP, Brazil	2021	Article	APPLIED SCIENCES-BASEL	Physics	6	0	0	0	0	5
13	83	Where Might We Find Ecologically Intact Communities?	2021	Article	FRONTIERS IN FORESTS AND GLOBAL CHANGE	Plant & Animal Science	1755	195	0	519	9	15
13	862	Prevalence, economic contribution, and determinants of trees on farms across Sub-Saharan Africa	2017	Article	FOREST POLICY AND ECONOMICS	Plant & Animal Science	406	271	1	18	0	3
13	877	Population collapse of habitat-forming species in the Mediterranean: a long-term study of gorgonian populations affected by recurrent marine heatwaves	2021	Article	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Plant & Animal Science	400	52	0	188	0	22
13	961	Previsual symptoms of Xylella fastidiosa infection revealed in spectral plant-trait alterations	2018	Article	NATURE PLANTS	Plant & Animal Science	363	31	0	177	0	16
13	1080	Living evidence of a fossil survival strategy raises hope for warming-affected corals	2019	Article	SCIENCE ADVANCES	Plant & Animal Science	327	31	1	132	0	2
13	1135	Rapid assessment of lamp spectrum to quantify ecological effects of light at night	2018	Article	JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY	Plant & Animal Science	312	35	0	101	2	6
13	1441	The environmental impacts of palm oil in context	2020	Review	NATURE PLANTS	Plant & Animal Science	250	16	0	211	2	25
13	1618	Biodiversity at risk under future cropland expansion and intensification	2017	Article	NATURE ECOLOGY & EVOLUTION	Plant & Animal Science	226	8	1	316	1	6
13	1640	Global buffering of temperatures under forest canopies	2019	Article	NATURE ECOLOGY & EVOLUTION	Plant & Animal Science	223	13	2	232	1	9
13	1782	Flooding of Sandy Beaches in a Changing Climate. The Case of the Balearic Islands (NW Mediterranean)	2021	Article	FRONTIERS IN MARINE SCIENCE	Plant & Animal Science	207	24	0	19	0	3
13	2761	Negative emotions about climate change are related to insomnia symptoms and mental health: Cross-sectional evidence from 25 countries	2021	Article	CURRENT PSYCHOLOGY	Psychiatry/Psychology	127	20	0	19	0	34
13	59790	\"Hunting Otherwise\" Women's Hunting in Two Contemporary Forager-Horticulturalist Societies	2020	Article	HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE	Psychiatry/Psychology	75	5	0	46	0	5
13	52815	Exploring Children's Social and Emotional Representations of the COVID-19 Pandemic	2020	Article	FRONTIERS IN PSYCHOLOGY	Psychiatry/Psychology	50	5	0	11	0	4
13	70232	When Do Morally Motivated Innovators Elicit Inspiration Instead of Irritation?	2018	Article	FRONTIERS IN PSYCHOLOGY	Psychiatry/Psychology	35	4	0	9	0	3
13	11700	Adapting the environmental risk transition theory for urban health inequities: An observational study examining complex environmental riskscapes in seven neighborhoods in Global North cities	2021	Article	SOCIAL SCIENCE & MEDICINE	Psychiatry/Psychology	18	0	0	35	0	7
13	63474	Testing Scenarios to Achieve Workplace Sustainability Goals Using Backcasting and Agent-Based Modeling	2017	Article	ENVIRONMENT AND BEHAVIOR	Psychiatry/Psychology	17	2	0	1	0	7
13	31755	User perspectives in the design of interactive everyday objects for sustainable behaviour	2020	Article	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES	Psychiatry/Psychology	15	0	0	45	0	5
13	70375	Health risk perception and shale development in the UK and US	2019	Article	HEALTH RISK & SOCIETY	Psychiatry/Psychology	12	0	0	2	0	6
13	70233	Environmental Behavior in Cross-National Perspective: A Multilevel Analysis of 30 Countries	2017	Article	ENVIRONMENT AND BEHAVIOR	Psychiatry/Psychology	11	0	1	8	1	2
13	52521	Situational materialism increases climate change scepticism in men compared to women	2021	Article	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	Psychiatry/Psychology	9	0	0	14	0	3
13	90	Is Green Growth Possible?	2019	Article	NEW POLITICAL ECONOMY	Social Sciences, General	1717	97	7	2466	4	2
13	832	Environmental conflicts and defenders: A global overview	2020	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	420	19	1	404	9	11
13	1470	Spatially-explicit footprints of agricultural commodities: Mapping carbon emissions embodied in Brazil's soy exports	2020	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	246	12	1	230	0	6
13	2560	Technical Evolution of Flood Maps Through Spanish Experience in the European Framework	2021	Article	CARTOGRAPHIC JOURNAL	Social Sciences, General	141	17	0	4	0	2
13	2874	Are agricultural researchers working on the right crops to enable food and nutrition security under future climates?	2018	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	118	0	0	198	0	2
13	2879	Envisioning planetary health in every medical curriculum: An international medical student organization's perspective	2020	Article	MEDICAL TEACHER	Social Sciences, General	118	0	1	206	0	8
13	2994	Assessment of transboundary river basins for potential hydro-political tensions	2017	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	109	13	2	11	0	5
13	3145	Exploring the gender gap in the Spanish Wikipedia: Differences in engagement and editing practices	2021	Article	PLOS ONE	Social Sciences, General	101	8	0	80	1	5
13	3204	Quantifying interregional flows of multiple ecosystem services - A case study for Germany	2020	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	98	9	0	53	0	18
13	3369	AMEE Consensus Statement: Planetary health and education for sustainable healthcare	2020	Article	MEDICAL TEACHER	Social Sciences, General	89	1	0	156	0	33
13	70239	Imaging and mapping the impact of clouds on skyglow with all-sky photometry	2017	Article	SCIENTIFIC REPORTS	Space Sciences	55	5	1	32	0	6
13	33285	Synthetic RGB photometry of bright stars: definition of the standard photometric system and UCM library of spectrophotometric spectra	2021	Article	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	Space Sciences	20	0	0	26	1	13
13	54993	A linear systems approach to protect the night sky: implications for current and future regulations	2020	Article	ROYAL SOCIETY OPEN SCIENCE	Space Sciences	19	0	0	46	0	2
13	55067	Night-time monitoring of the aerosol content of the lower atmosphere by differential photometry of the anthropogenic skyglow	2021	Article	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	Space Sciences	1	0	0	3	0	2
14	1707	The Effects of Vegetarian and Vegan Diet during Pregnancy on the Health of Mothers and Offspring	2019	Review	NUTRIENTS	Agricultural Sciences	215	21	5	127	4	10
14	1832	Climate change responses benefit from a global food system approach	2020	Editorial Material	NATURE FOOD	Agricultural Sciences	202	9	8	176	0	14
14	1885	Food systems for sustainable development: proposals for a profound four-part transformation	2018	Review	AGRONOMY FOR SUSTAINABLE DEVELOPMENT	Agricultural Sciences	197	7	12	213	2	27
14	2369	Crop cover is more important than rotational diversity for soil multifunctionality and cereal yields in European cropping systems	2021	Article	NATURE FOOD	Agricultural Sciences	155	5	0	214	0	16
14	2451	Using cover crops to mitigate and adapt to climate change. A review	2017	Review	AGRONOMY FOR SUSTAINABLE DEVELOPMENT	Agricultural Sciences	148	16	0	15	0	2
14	2471	Short- and long-term warming effects of methane may affect the cost-effectiveness of mitigation policies and benefits of low-meat diets	2021	Article	NATURE FOOD	Agricultural Sciences	147	13	0	62	1	15
14	2664	Vegan Nutrition for Mothers and Children: Practical Tools for Healthcare Providers	2019	Article	NUTRIENTS	Agricultural Sciences	133	6	0	100	2	11
14	2916	Cereal-legume mixtures increase net CO2 uptake in a forage crop system in the Eastern Pyrenees	2021	Article	FIELD CROPS RESEARCH	Agricultural Sciences	116	14	0	2	0	5
14	3121	Bats actively prey on mosquitoes and other deleterious insects in rice paddies: Potential impact on human health and agriculture	2020	Article	PEST MANAGEMENT SCIENCE	Agricultural Sciences	102	7	0	65	0	8
14	3217	Bats as potential suppressors of multiple agricultural pests: A case study from Madagascar	2019	Article	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	Agricultural Sciences	97	9	0	47	0	7
14	1417	A sexual division of labour at the start of agriculture? A multi-proxy comparison through grave good stone tool technological and use-wear analysis	2021	Article	PLOS ONE	Arts & Humanities	253	29	0	57	0	4
14	3139	Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe	2020	Article	SCIENCE ADVANCES	Arts & Humanities	101	8	0	54	0	8
14	3504	Investigating Neolithic caprine husbandry in the Central Pyrenees: Insights from a multi-proxy study at Els Trocs cave (Bisaurri, Spain)	2021	Article	PLOS ONE	Arts & Humanities	82	6	0	37	1	12
14	4319	Teaching Responsible Research and Innovation: A Phronetic Perspective	2019	Article	SCIENCE AND ENGINEERING ETHICS	Arts & Humanities	38	0	0	79	0	13
14	4370	Plant wax biomarkers in human evolutionary studies	2021	Review	EVOLUTIONARY ANTHROPOLOGY	Arts & Humanities	35	0	0	80	0	5
14	27621	A snapshot of subsistence in Iron Age Iberia: The case of La Hoya village	2019	Article	JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS	Arts & Humanities	25	2	0	10	0	5
14	70184	Hunting, herding, and people in the rock art of Mongolia: New discoveries in the Gobi-Altai Mountains	2021	Article	ARCHAEOLOGICAL RESEARCH IN ASIA	Arts & Humanities	22	0	0	40	0	9
14	64067	Sacred Trees, Mystic Caves, Holy Wells: Devotional Titles in Spanish Rural Sanctuaries	2021	Article	RELIGIONS	Arts & Humanities	22	0	0	40	0	1
14	64974	Atmospheric mercury pollution deciphered through archaeological bones	2020	Article	JOURNAL OF ARCHAEOLOGICAL SCIENCE	Arts & Humanities	16	1	0	10	0	3
14	63591	Cultural heritage and sea level rise threat: risk assessment of coastal fortifications in the Canary Islands	2020	Article	JOURNAL OF CULTURAL HERITAGE	Arts & Humanities	8	1	0	0	0	3
14	646	Forgotten Mediterranean calving grounds of grey and North Atlantic right whales: evidence from Roman archaeological records	2018	Article	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Biology & Biochemistry	527	56	0	127	5	8
14	867	Intact but empty forests? Patterns of hunting-induced mammal defaunation in the tropics	2019	Article	PLOS BIOLOGY	Biology & Biochemistry	404	23	0	424	1	5
14	877	Population collapse of habitat-forming species in the Mediterranean: a long-term study of gorgonian populations affected by recurrent marine heatwaves	2021	Article	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Biology & Biochemistry	400	52	0	188	0	22
14	957	Cannibalism makes invasive comb jelly, Mnemiopsis leidyi, resilient to unfavourable conditions	2020	Article	COMMUNICATIONS BIOLOGY	Biology & Biochemistry	365	39	0	101	0	5
14	993	Speciation in the deep: genomics and morphology reveal a new species of beaked whale Mesoplodon eueu	2021	Article	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Biology & Biochemistry	352	14	0	338	10	33
14	1254	Scientists' warning on invasive alien species	2020	Article	BIOLOGICAL REVIEWS	Biology & Biochemistry	283	17	0	276	0	23
14	1401	Fire-driven behavioral response to smoke in a Mediterranean lizard	2021	Article	BEHAVIORAL ECOLOGY	Biology & Biochemistry	255	11	0	307	0	3
14	1415	Antarctic ecosystems in transition - life between stresses and opportunities	2020	Article	BIOLOGICAL REVIEWS	Biology & Biochemistry	253	31	0	60	0	25
14	1649	A stony coral cell atlas illuminates the molecular and cellular basis of coral symbiosis, calcification, and immunity	2021	Article	CELL	Biology & Biochemistry	223	10	0	289	0	8
14	1648	Seagrass Posidonia is impaired by human-generated noise	2021	Article	COMMUNICATIONS BIOLOGY	Biology & Biochemistry	223	20	0	82	0	7
14	3594	Polystyrene nanoplastics accumulate in ZFL cell lysosomes and in zebrafish larvae after acute exposure, inducing a synergistic immune responsein vitrowithout affecting larval survivalin vivo	2020	Article	ENVIRONMENTAL SCIENCE-NANO	Chemistry	77	9	0	15	0	5
14	66295	Production of n-3-rich insects by bioaccumulation of fishery waste	2019	Article	JOURNAL OF FOOD COMPOSITION AND ANALYSIS	Chemistry	29	4	0	0	0	7
14	70330	Significance of interactions between microplastics and POPs in the marine environment: A critical overview	2019	Review	TRAC-TRENDS IN ANALYTICAL CHEMISTRY	Chemistry	28	3	0	0	0	4
14	24746	Secondary nanoplastics released from a biodegradable microplastic severely impact freshwater environments	2019	Article	ENVIRONMENTAL SCIENCE-NANO	Chemistry	28	2	0	9	0	7
14	61525	Aerosol Marine Primary Carbohydrates and Atmospheric Transformation in the Western Antarctic Peninsula	2021	Article	ACS EARTH AND SPACE CHEMISTRY	Chemistry	19	3	0	4	0	8
14	70192	The diversity of methoxyphenols released by pyrolysis-gas chromatography as predictor of soil carbon storage	2017	Article	JOURNAL OF CHROMATOGRAPHY A	Chemistry	18	2	0	5	0	5
14	46017	Perspectives for antimicrobial nanomaterials in cultural heritage conservation	2021	Review	CHEM	Chemistry	16	0	0	24	0	5
14	70193	Life cycle assessment of animal-based foods and plant-based protein-rich alternatives: an environmental perspective	2021	Article	JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE	Chemistry	16	1	0	9	0	8
14	70524	Light pollution offshore: Zenithal sky glow measurements in the mediterranean coastal waters	2018	Article	JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER	Chemistry	15	0	1	26	0	6
14	70580	Frequent Microalgae in the Fountains of the Alhambra and Generalife: Identification and Creation of a Culture Collection	2020	Article	APPLIED SCIENCES-BASEL	Chemistry	15	2	0	0	0	5
14	210	Quantifying excess deaths related to heatwaves under climate change scenarios: A multicountry time series modelling study	2018	Article	PLOS MEDICINE	Clinical Medicine	1013	116	3	429	0	39
14	960	Drinking Water Nitrate and Human Health: An Updated Review	2018	Review	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	Clinical Medicine	363	46	4	45	1	8
14	70198	Prioritized Research for the Prevention, Treatment, and Reversal of Chronic Disease: Recommendations From the Lifestyle Medicine Research Summit	2020	Review	FRONTIERS IN MEDICINE	Clinical Medicine	264	29	0	34	0	29
14	62840	Anti-tumour activity of deer growing antlers and its potential applications in the treatment of malignant gliomas	2021	Article	SCIENTIFIC REPORTS	Clinical Medicine	205	0	0	268	0	11
14	26319	Heart healthy cities: genetics loads the gun but the environment pulls the trigger	2021	Review	EUROPEAN HEART JOURNAL	Clinical Medicine	174	12	0	168	0	9
14	13937	The impact of heat waves on daily mortality in districts in Madrid: The effect of sociodemographic factors	2020	Article	ENVIRONMENTAL RESEARCH	Clinical Medicine	166	3	2	268	0	9
14	28155	Institutional and behaviour-change interventions to support COVID-19 public health measures: a review by the Lancet Commission Task Force on public health measures to suppress the pandemic	2021	Review	INTERNATIONAL HEALTH	Clinical Medicine	130	1	0	248	0	21
14	13723	A new integrative perspective on early warning systems for health in the context of climate change	2020	Article	ENVIRONMENTAL RESEARCH	Clinical Medicine	128	0	2	257	0	4
14	16845	Updating the Mediterranean Diet Pyramid towards Sustainability: Focus on Environmental Concerns	2020	Article	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	Clinical Medicine	124	1	0	165	0	15
14	2879	Envisioning planetary health in every medical curriculum: An international medical student organization's perspective	2020	Article	MEDICAL TEACHER	Clinical Medicine	118	0	1	206	0	8
14	3477	Making spatial-temporal marine ecosystem modelling better-A perspective	2021	Article	ENVIRONMENTAL MODELLING & SOFTWARE	Computer Science	84	0	0	133	0	19
14	4301	Mesophotic.org: a repository for scientific information on mesophotic ecosystems	2019	Article	DATABASE-THE JOURNAL OF BIOLOGICAL DATABASES AND CURATION	Computer Science	39	0	0	81	0	15
14	4432	SAT: A Software for Assessing the Risk of Desertification in Spain	2020	Article	SCIENTIFIC PROGRAMMING	Computer Science	28	0	0	37	0	4
14	4444	To denoise or to cluster, that is not the question: optimizing pipelines for COI metabarcoding and metaphylogeography	2021	Article	BMC BIOINFORMATICS	Computer Science	27	0	0	53	0	4
14	70394	Decentralizing science: Towards an interoperable open peer review ecosystem using blockchain	2021	Article	INFORMATION PROCESSING & MANAGEMENT	Computer Science	19	0	0	23	0	4
14	62434	A review on the practice of big data analysis in agriculture	2017	Review	COMPUTERS AND ELECTRONICS IN AGRICULTURE	Computer Science	18	1	0	9	0	3
14	15302	Understanding Discussions of Citizen Science Around Sustainable Development Goals in Twitter	2021	Article	IEEE ACCESS	Computer Science	16	1	0	18	0	4
14	31755	User perspectives in the design of interactive everyday objects for sustainable behaviour	2020	Article	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES	Computer Science	15	0	0	45	0	5
14	23240	Fine scale prediction of ecological community composition using a two-step sequential Machine Learning ensemble	2021	Article	PLOS COMPUTATIONAL BIOLOGY	Computer Science	15	0	0	34	0	6
14	70200	Analysis of land use/land cover spatio-temporal metrics and population dynamics for urban growth characterization	2019	Article	COMPUTERS ENVIRONMENT AND URBAN SYSTEMS	Computer Science	11	0	0	15	0	2
14	862	Prevalence, economic contribution, and determinants of trees on farms across Sub-Saharan Africa	2017	Article	FOREST POLICY AND ECONOMICS	Economics & Business	406	271	1	18	0	3
14	1375	Guiding cities under increased droughts: The limits to sustainable urban futures	2021	Article	ECOLOGICAL ECONOMICS	Economics & Business	258	30	0	37	0	9
14	2460	News or social media? Socio-economic divide of mobile service consumption	2021	Article	JOURNAL OF THE ROYAL SOCIETY INTERFACE	Economics & Business	148	16	0	65	0	5
14	3725	Renewable Energy Cooperatives as an instrument towards the energy transition in Spain	2018	Article	ENERGY POLICY	Economics & Business	70	6	0	14	1	3
14	3801	Talk renewables, walk coal: The paradox of India's energy transition	2021	Article	ECOLOGICAL ECONOMICS	Economics & Business	67	6	0	36	0	2
14	3817	Air pollution in an urban world: A global view on density, cities and emissions	2021	Article	ECOLOGICAL ECONOMICS	Economics & Business	66	0	0	96	0	3
14	3876	Transparency and sustainability in global commodity supply chains	2019	Article	WORLD DEVELOPMENT	Economics & Business	61	0	4	101	0	21
14	3931	Coronavirus, macroeconomy, and forests: What likely impacts?	2021	Article	FOREST POLICY AND ECONOMICS	Economics & Business	58	3	1	61	0	4
14	3945	A methodological approach for assessing cross-site landscape change: Understanding socio-ecological systems	2017	Article	FOREST POLICY AND ECONOMICS	Economics & Business	56	0	0	74	0	20
